"";"comuna";"cut_comuna";"region";"cut_region";"año";"pais";"n";"residencia";"estado"
"273";"Chañaral";3201;"Atacama";3;2023;"Bolivia";10;"Temporal";"Otorgadas"
"274";"Chañaral";3201;"Atacama";3;2023;"Colombia";10;"Temporal";"Otorgadas"
"275";"Chañaral";3201;"Atacama";3;2023;"Perú";4;"Temporal";"Otorgadas"
"276";"Chiguayante";8103;"Biobío";8;2023;"Argentina";2;"Temporal";"Otorgadas"
"277";"Chiguayante";8103;"Biobío";8;2023;"Brasil";2;"Temporal";"Otorgadas"
"278";"Chiguayante";8103;"Biobío";8;2023;"Colombia";17;"Temporal";"Otorgadas"
"279";"Chiguayante";8103;"Biobío";8;2023;"España";1;"Temporal";"Otorgadas"
"280";"Chiguayante";8103;"Biobío";8;2023;"Panamá";1;"Temporal";"Otorgadas"
"281";"Chiguayante";8103;"Biobío";8;2023;"Perú";9;"Temporal";"Otorgadas"
"282";"Chiguayante";8103;"Biobío";8;2023;"Uruguay";1;"Temporal";"Otorgadas"
"283";"Chiguayante";8103;"Biobío";8;2023;"Venezuela";33;"Temporal";"Otorgadas"
"284";"Chile Chico";11401;"Aysén del General Carlos Ibáñez del Campo";11;2023;"Argentina";3;"Temporal";"Otorgadas"
"285";"Chile Chico";11401;"Aysén del General Carlos Ibáñez del Campo";11;2023;"Colombia";1;"Temporal";"Otorgadas"
"286";"Chile Chico";11401;"Aysén del General Carlos Ibáñez del Campo";11;2023;"Paraguay";3;"Temporal";"Otorgadas"
"287";"Chile Chico";11401;"Aysén del General Carlos Ibáñez del Campo";11;2023;"Venezuela";1;"Temporal";"Otorgadas"
"288";"Chillán";16101;"Ñuble";16;2023;"Argentina";4;"Temporal";"Otorgadas"
"289";"Chillán";16101;"Ñuble";16;2023;"Bolivia";3;"Temporal";"Otorgadas"
"290";"Chillán";16101;"Ñuble";16;2023;"Brasil";6;"Temporal";"Otorgadas"
"291";"Chillán";16101;"Ñuble";16;2023;"China";3;"Temporal";"Otorgadas"
"292";"Chillán";16101;"Ñuble";16;2023;"Colombia";47;"Temporal";"Otorgadas"
"293";"Chillán";16101;"Ñuble";16;2023;"Costa Rica";2;"Temporal";"Otorgadas"
"294";"Chillán";16101;"Ñuble";16;2023;"Cuba";16;"Temporal";"Otorgadas"
"295";"Chillán";16101;"Ñuble";16;2023;"Ecuador";13;"Temporal";"Otorgadas"
"296";"Chillán";16101;"Ñuble";16;2023;"Egipto";1;"Temporal";"Otorgadas"
"297";"Chillán";16101;"Ñuble";16;2023;"España";1;"Temporal";"Otorgadas"
"298";"Chillán";16101;"Ñuble";16;2023;"Haití";9;"Temporal";"Otorgadas"
"299";"Chillán";16101;"Ñuble";16;2023;"Honduras";1;"Temporal";"Otorgadas"
"300";"Chillán";16101;"Ñuble";16;2023;"Italia";3;"Temporal";"Otorgadas"
"301";"Chillán";16101;"Ñuble";16;2023;"México";1;"Temporal";"Otorgadas"
"302";"Chillán";16101;"Ñuble";16;2023;"Otro país";1;"Temporal";"Otorgadas"
"303";"Chillán";16101;"Ñuble";16;2023;"Paraguay";1;"Temporal";"Otorgadas"
"304";"Chillán";16101;"Ñuble";16;2023;"Perú";25;"Temporal";"Otorgadas"
"305";"Chillán";16101;"Ñuble";16;2023;"Suecia";1;"Temporal";"Otorgadas"
"306";"Chillán";16101;"Ñuble";16;2023;"Turquía";1;"Temporal";"Otorgadas"
"307";"Chillán";16101;"Ñuble";16;2023;"Uruguay";1;"Temporal";"Otorgadas"
"308";"Chillán";16101;"Ñuble";16;2023;"Venezuela";107;"Temporal";"Otorgadas"
"309";"Chillán";16101;"Ñuble";16;2023;"Vietnam";1;"Temporal";"Otorgadas"
"310";"Chillán Viejo";16103;"Ñuble";16;2023;"Argentina";2;"Temporal";"Otorgadas"
"311";"Chillán Viejo";16103;"Ñuble";16;2023;"Colombia";3;"Temporal";"Otorgadas"
"312";"Chillán Viejo";16103;"Ñuble";16;2023;"Haití";2;"Temporal";"Otorgadas"
"313";"Chillán Viejo";16103;"Ñuble";16;2023;"Perú";1;"Temporal";"Otorgadas"
"314";"Chillán Viejo";16103;"Ñuble";16;2023;"Uruguay";1;"Temporal";"Otorgadas"
"315";"Chillán Viejo";16103;"Ñuble";16;2023;"Venezuela";10;"Temporal";"Otorgadas"
"316";"Chimbarongo";6303;"Libertador Gral. Bernardo O'Higgins";6;2023;"Argentina";1;"Temporal";"Otorgadas"
"317";"Chimbarongo";6303;"Libertador Gral. Bernardo O'Higgins";6;2023;"Bolivia";6;"Temporal";"Otorgadas"
"318";"Chimbarongo";6303;"Libertador Gral. Bernardo O'Higgins";6;2023;"China";1;"Temporal";"Otorgadas"
"319";"Chimbarongo";6303;"Libertador Gral. Bernardo O'Higgins";6;2023;"Colombia";12;"Temporal";"Otorgadas"
"320";"Chimbarongo";6303;"Libertador Gral. Bernardo O'Higgins";6;2023;"Cuba";1;"Temporal";"Otorgadas"
"321";"Chimbarongo";6303;"Libertador Gral. Bernardo O'Higgins";6;2023;"Ecuador";1;"Temporal";"Otorgadas"
"322";"Chimbarongo";6303;"Libertador Gral. Bernardo O'Higgins";6;2023;"Haití";5;"Temporal";"Otorgadas"
"323";"Chimbarongo";6303;"Libertador Gral. Bernardo O'Higgins";6;2023;"Pakistán";1;"Temporal";"Otorgadas"
"324";"Chimbarongo";6303;"Libertador Gral. Bernardo O'Higgins";6;2023;"Perú";6;"Temporal";"Otorgadas"
"325";"Chimbarongo";6303;"Libertador Gral. Bernardo O'Higgins";6;2023;"Venezuela";4;"Temporal";"Otorgadas"
"326";"Cholchol";9121;"La Araucanía";9;2023;"Argentina";1;"Temporal";"Otorgadas"
"327";"Cholchol";9121;"La Araucanía";9;2023;"Bolivia";2;"Temporal";"Otorgadas"
"328";"Cholchol";9121;"La Araucanía";9;2023;"Colombia";1;"Temporal";"Otorgadas"
"329";"Chonchi";10203;"Los Lagos";10;2023;"Perú";1;"Temporal";"Otorgadas"
"330";"Chonchi";10203;"Los Lagos";10;2023;"Uruguay";1;"Temporal";"Otorgadas"
"331";"Chonchi";10203;"Los Lagos";10;2023;"Venezuela";1;"Temporal";"Otorgadas"
"332";"Chépica";6302;"Libertador Gral. Bernardo O'Higgins";6;2023;"Bolivia";2;"Temporal";"Otorgadas"
"333";"Chépica";6302;"Libertador Gral. Bernardo O'Higgins";6;2023;"Colombia";2;"Temporal";"Otorgadas"
"334";"Chépica";6302;"Libertador Gral. Bernardo O'Higgins";6;2023;"Venezuela";1;"Temporal";"Otorgadas"
"335";"Cisnes";11202;"Aysén del General Carlos Ibáñez del Campo";11;2023;"Colombia";1;"Temporal";"Otorgadas"
"336";"Cisnes";11202;"Aysén del General Carlos Ibáñez del Campo";11;2023;"Venezuela";1;"Temporal";"Otorgadas"
"337";"Cobquecura";16202;"Ñuble";16;2023;"Brasil";1;"Temporal";"Otorgadas"
"338";"Cobquecura";16202;"Ñuble";16;2023;"Noruega";1;"Temporal";"Otorgadas"
"339";"Cochamó";10103;"Los Lagos";10;2023;"Venezuela";2;"Temporal";"Otorgadas"
"340";"Cochrane";11301;"Aysén del General Carlos Ibáñez del Campo";11;2023;"Colombia";1;"Temporal";"Otorgadas"
"341";"Codegua";6102;"Libertador Gral. Bernardo O'Higgins";6;2023;"Haití";3;"Temporal";"Otorgadas"
"342";"Coelemu";16203;"Ñuble";16;2023;"Colombia";2;"Temporal";"Otorgadas"
"343";"Coelemu";16203;"Ñuble";16;2023;"Venezuela";1;"Temporal";"Otorgadas"
"344";"Coihueco";16302;"Ñuble";16;2023;"Argentina";1;"Temporal";"Otorgadas"
"345";"Coihueco";16302;"Ñuble";16;2023;"Bolivia";3;"Temporal";"Otorgadas"
"346";"Coihueco";16302;"Ñuble";16;2023;"Colombia";3;"Temporal";"Otorgadas"
"347";"Coihueco";16302;"Ñuble";16;2023;"Perú";1;"Temporal";"Otorgadas"
"348";"Coihueco";16302;"Ñuble";16;2023;"Venezuela";1;"Temporal";"Otorgadas"
"349";"Coinco";6103;"Libertador Gral. Bernardo O'Higgins";6;2023;"Ecuador";1;"Temporal";"Otorgadas"
"350";"Coinco";6103;"Libertador Gral. Bernardo O'Higgins";6;2023;"Haití";2;"Temporal";"Otorgadas"
"351";"Coinco";6103;"Libertador Gral. Bernardo O'Higgins";6;2023;"Venezuela";1;"Temporal";"Otorgadas"
"352";"Colbún";7402;"Maule";7;2023;"Colombia";2;"Temporal";"Otorgadas"
"353";"Colbún";7402;"Maule";7;2023;"España";1;"Temporal";"Otorgadas"
"354";"Colbún";7402;"Maule";7;2023;"Perú";1;"Temporal";"Otorgadas"
"355";"Colbún";7402;"Maule";7;2023;"Suiza";1;"Temporal";"Otorgadas"
"356";"Colbún";7402;"Maule";7;2023;"Venezuela";2;"Temporal";"Otorgadas"
"357";"Colchane";1403;"Tarapacá";1;2023;"Bolivia";39;"Temporal";"Otorgadas"
"358";"Colchane";1403;"Tarapacá";1;2023;"Perú";1;"Temporal";"Otorgadas"
"359";"Colina";13301;"Metropolitana de Santiago";13;2023;"Alemania";1;"Temporal";"Otorgadas"
"360";"Colina";13301;"Metropolitana de Santiago";13;2023;"Argentina";25;"Temporal";"Otorgadas"
"361";"Colina";13301;"Metropolitana de Santiago";13;2023;"Australia";1;"Temporal";"Otorgadas"
"362";"Colina";13301;"Metropolitana de Santiago";13;2023;"Bolivia";214;"Temporal";"Otorgadas"
"363";"Colina";13301;"Metropolitana de Santiago";13;2023;"Brasil";6;"Temporal";"Otorgadas"
"364";"Colina";13301;"Metropolitana de Santiago";13;2023;"Canadá";1;"Temporal";"Otorgadas"
"365";"Colina";13301;"Metropolitana de Santiago";13;2023;"China";2;"Temporal";"Otorgadas"
"366";"Colina";13301;"Metropolitana de Santiago";13;2023;"Colombia";175;"Temporal";"Otorgadas"
"367";"Colina";13301;"Metropolitana de Santiago";13;2023;"Cuba";3;"Temporal";"Otorgadas"
"368";"Colina";13301;"Metropolitana de Santiago";13;2023;"Ecuador";63;"Temporal";"Otorgadas"
"369";"Colina";13301;"Metropolitana de Santiago";13;2023;"El Salvador";1;"Temporal";"Otorgadas"
"370";"Colina";13301;"Metropolitana de Santiago";13;2023;"España";3;"Temporal";"Otorgadas"
"371";"Colina";13301;"Metropolitana de Santiago";13;2023;"Filipinas";2;"Temporal";"Otorgadas"
"372";"Colina";13301;"Metropolitana de Santiago";13;2023;"Francia";1;"Temporal";"Otorgadas"
"373";"Colina";13301;"Metropolitana de Santiago";13;2023;"Haití";75;"Temporal";"Otorgadas"
"374";"Colina";13301;"Metropolitana de Santiago";13;2023;"Honduras";1;"Temporal";"Otorgadas"
"375";"Colina";13301;"Metropolitana de Santiago";13;2023;"México";4;"Temporal";"Otorgadas"
"376";"Colina";13301;"Metropolitana de Santiago";13;2023;"Panamá";1;"Temporal";"Otorgadas"
"377";"Colina";13301;"Metropolitana de Santiago";13;2023;"Paraguay";2;"Temporal";"Otorgadas"
"378";"Colina";13301;"Metropolitana de Santiago";13;2023;"Perú";125;"Temporal";"Otorgadas"
"379";"Colina";13301;"Metropolitana de Santiago";13;2023;"Portugal";1;"Temporal";"Otorgadas"
"380";"Colina";13301;"Metropolitana de Santiago";13;2023;"Reino Unido";1;"Temporal";"Otorgadas"
"381";"Colina";13301;"Metropolitana de Santiago";13;2023;"República Dominicana";24;"Temporal";"Otorgadas"
"382";"Colina";13301;"Metropolitana de Santiago";13;2023;"Rusia";1;"Temporal";"Otorgadas"
"383";"Colina";13301;"Metropolitana de Santiago";13;2023;"Uruguay";1;"Temporal";"Otorgadas"
"384";"Colina";13301;"Metropolitana de Santiago";13;2023;"Venezuela";110;"Temporal";"Otorgadas"
"385";"Collipulli";9202;"La Araucanía";9;2023;"Bolivia";1;"Temporal";"Otorgadas"
"386";"Collipulli";9202;"La Araucanía";9;2023;"China";2;"Temporal";"Otorgadas"
"387";"Collipulli";9202;"La Araucanía";9;2023;"Colombia";3;"Temporal";"Otorgadas"
"388";"Collipulli";9202;"La Araucanía";9;2023;"Ecuador";1;"Temporal";"Otorgadas"
"389";"Coltauco";6104;"Libertador Gral. Bernardo O'Higgins";6;2023;"Bolivia";6;"Temporal";"Otorgadas"
"390";"Coltauco";6104;"Libertador Gral. Bernardo O'Higgins";6;2023;"Haití";2;"Temporal";"Otorgadas"
"391";"Combarbalá";4302;"Coquimbo";4;2023;"Argentina";1;"Temporal";"Otorgadas"
"392";"Combarbalá";4302;"Coquimbo";4;2023;"Colombia";2;"Temporal";"Otorgadas"
"393";"Combarbalá";4302;"Coquimbo";4;2023;"Haití";1;"Temporal";"Otorgadas"
"394";"Combarbalá";4302;"Coquimbo";4;2023;"Venezuela";4;"Temporal";"Otorgadas"
"395";"Concepción";8101;"Biobío";8;2023;"Alemania";1;"Temporal";"Otorgadas"
"396";"Concepción";8101;"Biobío";8;2023;"Argentina";21;"Temporal";"Otorgadas"
"397";"Concepción";8101;"Biobío";8;2023;"Bolivia";3;"Temporal";"Otorgadas"
"398";"Concepción";8101;"Biobío";8;2023;"Brasil";9;"Temporal";"Otorgadas"
"399";"Concepción";8101;"Biobío";8;2023;"Camerún";1;"Temporal";"Otorgadas"
"400";"Concepción";8101;"Biobío";8;2023;"China";4;"Temporal";"Otorgadas"
"401";"Concepción";8101;"Biobío";8;2023;"Colombia";173;"Temporal";"Otorgadas"
"402";"Concepción";8101;"Biobío";8;2023;"Costa Rica";3;"Temporal";"Otorgadas"
"403";"Concepción";8101;"Biobío";8;2023;"Cuba";15;"Temporal";"Otorgadas"
"404";"Concepción";8101;"Biobío";8;2023;"Ecuador";32;"Temporal";"Otorgadas"
"405";"Concepción";8101;"Biobío";8;2023;"El Salvador";3;"Temporal";"Otorgadas"
"406";"Concepción";8101;"Biobío";8;2023;"España";3;"Temporal";"Otorgadas"
"407";"Concepción";8101;"Biobío";8;2023;"Estados Unidos";10;"Temporal";"Otorgadas"
"408";"Concepción";8101;"Biobío";8;2023;"Francia";2;"Temporal";"Otorgadas"
"409";"Concepción";8101;"Biobío";8;2023;"Guatemala";2;"Temporal";"Otorgadas"
"410";"Concepción";8101;"Biobío";8;2023;"Haití";15;"Temporal";"Otorgadas"
"411";"Concepción";8101;"Biobío";8;2023;"Italia";1;"Temporal";"Otorgadas"
"412";"Concepción";8101;"Biobío";8;2023;"Japón";1;"Temporal";"Otorgadas"
"413";"Concepción";8101;"Biobío";8;2023;"México";7;"Temporal";"Otorgadas"
"414";"Concepción";8101;"Biobío";8;2023;"Nicaragua";1;"Temporal";"Otorgadas"
"415";"Concepción";8101;"Biobío";8;2023;"Otro país";2;"Temporal";"Otorgadas"
"416";"Concepción";8101;"Biobío";8;2023;"Pakistán";4;"Temporal";"Otorgadas"
"417";"Concepción";8101;"Biobío";8;2023;"Paraguay";2;"Temporal";"Otorgadas"
"418";"Concepción";8101;"Biobío";8;2023;"Perú";48;"Temporal";"Otorgadas"
"419";"Concepción";8101;"Biobío";8;2023;"República Dominicana";2;"Temporal";"Otorgadas"
"420";"Concepción";8101;"Biobío";8;2023;"Senegal";1;"Temporal";"Otorgadas"
"421";"Concepción";8101;"Biobío";8;2023;"Siria";1;"Temporal";"Otorgadas"
"422";"Concepción";8101;"Biobío";8;2023;"Turquía";1;"Temporal";"Otorgadas"
"423";"Concepción";8101;"Biobío";8;2023;"Uruguay";1;"Temporal";"Otorgadas"
"424";"Concepción";8101;"Biobío";8;2023;"Venezuela";353;"Temporal";"Otorgadas"
"425";"Conchalí";13104;"Metropolitana de Santiago";13;2023;"Argentina";3;"Temporal";"Otorgadas"
"426";"Conchalí";13104;"Metropolitana de Santiago";13;2023;"Bolivia";40;"Temporal";"Otorgadas"
"427";"Conchalí";13104;"Metropolitana de Santiago";13;2023;"Brasil";2;"Temporal";"Otorgadas"
"428";"Conchalí";13104;"Metropolitana de Santiago";13;2023;"Colombia";104;"Temporal";"Otorgadas"
"429";"Conchalí";13104;"Metropolitana de Santiago";13;2023;"Costa Rica";1;"Temporal";"Otorgadas"
"430";"Conchalí";13104;"Metropolitana de Santiago";13;2023;"Ecuador";23;"Temporal";"Otorgadas"
"431";"Conchalí";13104;"Metropolitana de Santiago";13;2023;"Haití";24;"Temporal";"Otorgadas"
"432";"Conchalí";13104;"Metropolitana de Santiago";13;2023;"Italia";1;"Temporal";"Otorgadas"
"433";"Conchalí";13104;"Metropolitana de Santiago";13;2023;"México";1;"Temporal";"Otorgadas"
"434";"Conchalí";13104;"Metropolitana de Santiago";13;2023;"Nicaragua";1;"Temporal";"Otorgadas"
"435";"Conchalí";13104;"Metropolitana de Santiago";13;2023;"Paraguay";2;"Temporal";"Otorgadas"
"436";"Conchalí";13104;"Metropolitana de Santiago";13;2023;"Perú";278;"Temporal";"Otorgadas"
"437";"Conchalí";13104;"Metropolitana de Santiago";13;2023;"República Dominicana";23;"Temporal";"Otorgadas"
"438";"Conchalí";13104;"Metropolitana de Santiago";13;2023;"Rusia";1;"Temporal";"Otorgadas"
"439";"Conchalí";13104;"Metropolitana de Santiago";13;2023;"Venezuela";144;"Temporal";"Otorgadas"
"440";"Concón";5103;"Valparaíso";5;2023;"Argentina";13;"Temporal";"Otorgadas"
"441";"Concón";5103;"Valparaíso";5;2023;"Australia";1;"Temporal";"Otorgadas"
"442";"Concón";5103;"Valparaíso";5;2023;"Brasil";1;"Temporal";"Otorgadas"
"443";"Concón";5103;"Valparaíso";5;2023;"China";3;"Temporal";"Otorgadas"
"444";"Concón";5103;"Valparaíso";5;2023;"Colombia";27;"Temporal";"Otorgadas"
"445";"Concón";5103;"Valparaíso";5;2023;"Ecuador";8;"Temporal";"Otorgadas"
"446";"Concón";5103;"Valparaíso";5;2023;"El Salvador";1;"Temporal";"Otorgadas"
"447";"Concón";5103;"Valparaíso";5;2023;"Eslovaquia";1;"Temporal";"Otorgadas"
"448";"Concón";5103;"Valparaíso";5;2023;"España";1;"Temporal";"Otorgadas"
"449";"Concón";5103;"Valparaíso";5;2023;"Haití";8;"Temporal";"Otorgadas"
"450";"Concón";5103;"Valparaíso";5;2023;"Honduras";1;"Temporal";"Otorgadas"
"451";"Concón";5103;"Valparaíso";5;2023;"México";2;"Temporal";"Otorgadas"
"452";"Concón";5103;"Valparaíso";5;2023;"Otro país";1;"Temporal";"Otorgadas"
"453";"Concón";5103;"Valparaíso";5;2023;"Perú";12;"Temporal";"Otorgadas"
"454";"Concón";5103;"Valparaíso";5;2023;"Rusia";2;"Temporal";"Otorgadas"
"455";"Concón";5103;"Valparaíso";5;2023;"Suecia";1;"Temporal";"Otorgadas"
"456";"Concón";5103;"Valparaíso";5;2023;"Uruguay";1;"Temporal";"Otorgadas"
"457";"Concón";5103;"Valparaíso";5;2023;"Venezuela";77;"Temporal";"Otorgadas"
"458";"Constitución";7102;"Maule";7;2023;"Bolivia";1;"Temporal";"Otorgadas"
"459";"Constitución";7102;"Maule";7;2023;"China";2;"Temporal";"Otorgadas"
"460";"Constitución";7102;"Maule";7;2023;"Colombia";14;"Temporal";"Otorgadas"
"461";"Constitución";7102;"Maule";7;2023;"Ecuador";2;"Temporal";"Otorgadas"
"462";"Constitución";7102;"Maule";7;2023;"Haití";2;"Temporal";"Otorgadas"
"463";"Constitución";7102;"Maule";7;2023;"Perú";3;"Temporal";"Otorgadas"
"464";"Constitución";7102;"Maule";7;2023;"Portugal";1;"Temporal";"Otorgadas"
"465";"Constitución";7102;"Maule";7;2023;"Venezuela";21;"Temporal";"Otorgadas"
"466";"Contulmo";8204;"Biobío";8;2023;"Colombia";1;"Temporal";"Otorgadas"
"467";"Contulmo";8204;"Biobío";8;2023;"Perú";3;"Temporal";"Otorgadas"
"468";"Copiapó";3101;"Atacama";3;2023;"Argentina";20;"Temporal";"Otorgadas"
"469";"Copiapó";3101;"Atacama";3;2023;"Bolivia";377;"Temporal";"Otorgadas"
"470";"Copiapó";3101;"Atacama";3;2023;"China";2;"Temporal";"Otorgadas"
"471";"Copiapó";3101;"Atacama";3;2023;"Colombia";227;"Temporal";"Otorgadas"
"472";"Copiapó";3101;"Atacama";3;2023;"Cuba";1;"Temporal";"Otorgadas"
"473";"Copiapó";3101;"Atacama";3;2023;"Ecuador";30;"Temporal";"Otorgadas"
"474";"Copiapó";3101;"Atacama";3;2023;"India";1;"Temporal";"Otorgadas"
"475";"Copiapó";3101;"Atacama";3;2023;"Italia";2;"Temporal";"Otorgadas"
"476";"Copiapó";3101;"Atacama";3;2023;"Japón";2;"Temporal";"Otorgadas"
"477";"Copiapó";3101;"Atacama";3;2023;"Líbano";1;"Temporal";"Otorgadas"
"478";"Copiapó";3101;"Atacama";3;2023;"México";2;"Temporal";"Otorgadas"
"479";"Copiapó";3101;"Atacama";3;2023;"Otro país";2;"Temporal";"Otorgadas"
"480";"Copiapó";3101;"Atacama";3;2023;"Pakistán";1;"Temporal";"Otorgadas"
"481";"Copiapó";3101;"Atacama";3;2023;"Paraguay";9;"Temporal";"Otorgadas"
"482";"Copiapó";3101;"Atacama";3;2023;"Perú";91;"Temporal";"Otorgadas"
"483";"Copiapó";3101;"Atacama";3;2023;"Portugal";1;"Temporal";"Otorgadas"
"484";"Copiapó";3101;"Atacama";3;2023;"República Dominicana";1;"Temporal";"Otorgadas"
"485";"Copiapó";3101;"Atacama";3;2023;"Ucrania";1;"Temporal";"Otorgadas"
"486";"Copiapó";3101;"Atacama";3;2023;"Uruguay";2;"Temporal";"Otorgadas"
"487";"Copiapó";3101;"Atacama";3;2023;"Venezuela";98;"Temporal";"Otorgadas"
"488";"Coquimbo";4102;"Coquimbo";4;2023;"Argentina";24;"Temporal";"Otorgadas"
"489";"Coquimbo";4102;"Coquimbo";4;2023;"Bolivia";41;"Temporal";"Otorgadas"
"490";"Coquimbo";4102;"Coquimbo";4;2023;"Brasil";2;"Temporal";"Otorgadas"
"491";"Coquimbo";4102;"Coquimbo";4;2023;"China";18;"Temporal";"Otorgadas"
"492";"Coquimbo";4102;"Coquimbo";4;2023;"Colombia";218;"Temporal";"Otorgadas"
"493";"Coquimbo";4102;"Coquimbo";4;2023;"Costa Rica";2;"Temporal";"Otorgadas"
"494";"Coquimbo";4102;"Coquimbo";4;2023;"Cuba";2;"Temporal";"Otorgadas"
"495";"Coquimbo";4102;"Coquimbo";4;2023;"Ecuador";41;"Temporal";"Otorgadas"
"496";"Coquimbo";4102;"Coquimbo";4;2023;"España";4;"Temporal";"Otorgadas"
"497";"Coquimbo";4102;"Coquimbo";4;2023;"Estados Unidos";1;"Temporal";"Otorgadas"
"498";"Coquimbo";4102;"Coquimbo";4;2023;"Guatemala";1;"Temporal";"Otorgadas"
"499";"Coquimbo";4102;"Coquimbo";4;2023;"Haití";20;"Temporal";"Otorgadas"
"500";"Coquimbo";4102;"Coquimbo";4;2023;"Honduras";1;"Temporal";"Otorgadas"
"501";"Coquimbo";4102;"Coquimbo";4;2023;"México";3;"Temporal";"Otorgadas"
"502";"Coquimbo";4102;"Coquimbo";4;2023;"Nicaragua";1;"Temporal";"Otorgadas"
"503";"Coquimbo";4102;"Coquimbo";4;2023;"Otro país";1;"Temporal";"Otorgadas"
"504";"Coquimbo";4102;"Coquimbo";4;2023;"Panamá";1;"Temporal";"Otorgadas"
"505";"Coquimbo";4102;"Coquimbo";4;2023;"Paraguay";4;"Temporal";"Otorgadas"
"506";"Coquimbo";4102;"Coquimbo";4;2023;"Perú";49;"Temporal";"Otorgadas"
"507";"Coquimbo";4102;"Coquimbo";4;2023;"Polonia";1;"Temporal";"Otorgadas"
"508";"Coquimbo";4102;"Coquimbo";4;2023;"Portugal";2;"Temporal";"Otorgadas"
"509";"Coquimbo";4102;"Coquimbo";4;2023;"República Dominicana";10;"Temporal";"Otorgadas"
"510";"Coquimbo";4102;"Coquimbo";4;2023;"Uruguay";1;"Temporal";"Otorgadas"
"511";"Coquimbo";4102;"Coquimbo";4;2023;"Venezuela";198;"Temporal";"Otorgadas"
"512";"Coronel";8102;"Biobío";8;2023;"Argentina";3;"Temporal";"Otorgadas"
"513";"Coronel";8102;"Biobío";8;2023;"Brasil";1;"Temporal";"Otorgadas"
"514";"Coronel";8102;"Biobío";8;2023;"Colombia";22;"Temporal";"Otorgadas"
"515";"Coronel";8102;"Biobío";8;2023;"Ecuador";7;"Temporal";"Otorgadas"
"516";"Coronel";8102;"Biobío";8;2023;"Egipto";1;"Temporal";"Otorgadas"
"517";"Coronel";8102;"Biobío";8;2023;"Haití";9;"Temporal";"Otorgadas"
"518";"Coronel";8102;"Biobío";8;2023;"México";1;"Temporal";"Otorgadas"
"519";"Coronel";8102;"Biobío";8;2023;"Perú";4;"Temporal";"Otorgadas"
"520";"Coronel";8102;"Biobío";8;2023;"República Dominicana";1;"Temporal";"Otorgadas"
"521";"Coronel";8102;"Biobío";8;2023;"Siria";1;"Temporal";"Otorgadas"
"522";"Coronel";8102;"Biobío";8;2023;"Uruguay";2;"Temporal";"Otorgadas"
"523";"Coronel";8102;"Biobío";8;2023;"Venezuela";31;"Temporal";"Otorgadas"
"524";"Corral";14102;"Los Ríos";14;2023;"Venezuela";2;"Temporal";"Otorgadas"
"525";"Coihaique";11101;"Aysén del General Carlos Ibáñez del Campo";11;2023;"Argentina";6;"Temporal";"Otorgadas"
"526";"Coihaique";11101;"Aysén del General Carlos Ibáñez del Campo";11;2023;"Bolivia";2;"Temporal";"Otorgadas"
"527";"Coihaique";11101;"Aysén del General Carlos Ibáñez del Campo";11;2023;"Canadá";1;"Temporal";"Otorgadas"
"528";"Coihaique";11101;"Aysén del General Carlos Ibáñez del Campo";11;2023;"Colombia";68;"Temporal";"Otorgadas"
"529";"Coihaique";11101;"Aysén del General Carlos Ibáñez del Campo";11;2023;"Costa Rica";1;"Temporal";"Otorgadas"
"530";"Coihaique";11101;"Aysén del General Carlos Ibáñez del Campo";11;2023;"Ecuador";7;"Temporal";"Otorgadas"
"531";"Coihaique";11101;"Aysén del General Carlos Ibáñez del Campo";11;2023;"Egipto";1;"Temporal";"Otorgadas"
"532";"Coihaique";11101;"Aysén del General Carlos Ibáñez del Campo";11;2023;"España";1;"Temporal";"Otorgadas"
"533";"Coihaique";11101;"Aysén del General Carlos Ibáñez del Campo";11;2023;"Haití";1;"Temporal";"Otorgadas"
"534";"Coihaique";11101;"Aysén del General Carlos Ibáñez del Campo";11;2023;"Paraguay";1;"Temporal";"Otorgadas"
"535";"Coihaique";11101;"Aysén del General Carlos Ibáñez del Campo";11;2023;"Perú";7;"Temporal";"Otorgadas"
"536";"Coihaique";11101;"Aysén del General Carlos Ibáñez del Campo";11;2023;"República Dominicana";1;"Temporal";"Otorgadas"
